Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,article_id,clause_id,point_id
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",60,Thời hiệu thi hành bản án,,4.0,"Thời hiệu thi hành bản án hình sự được tính từ ngày bản án có hiệu lực pháp luật. Nếu trong thời hạn quy định tại khoản 2 và khoản 3 Điều này, người bị kết án, pháp nhân thương mại bị kết án lại thực hiện hành vi phạm tội mới, thì thời hiệu tính lại kể từ ngày thực hiện hành vi phạm tội mới.",,,60,60_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",60,Thời hiệu thi hành bản án,,5.0,"Trong thời hạn quy định tại khoản 2 Điều này, người bị kết án cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ ngày người đó ra trình diện hoặc bị bắt giữ.",,,60,60_5.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",61,Không áp dụng thời hiệu thi hành bản án,"Không áp dụng thời hiệu thi hành bản án đối với các tội quy định tại Chương XIII, Chương XXVI, khoản 3 và khoản 4 Điều 353, khoản 3 và khoản 4 Điều 354 của Bộ luật này.",,,,,61,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,1.0,Người bị kết án được miễn chấp hành hình phạt khi được đặc xá hoặc đại xá.,,,62,62_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,2.0,"Người bị kết án cải tạo không giam giữ hoặc tù có thời hạn đến 03 năm chưa chấp hành hình phạt thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành hình phạt, nếu thuộc một trong các trường hợp sau đây:",a,Sau khi bị kết án đã lập công;,62,62_2.0,62_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,2.0,"Người bị kết án cải tạo không giam giữ hoặc tù có thời hạn đến 03 năm chưa chấp hành hình phạt thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành hình phạt, nếu thuộc một trong các trường hợp sau đây:",b,Mắc bệnh hiểm nghèo;,62,62_2.0,62_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,2.0,"Người bị kết án cải tạo không giam giữ hoặc tù có thời hạn đến 03 năm chưa chấp hành hình phạt thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành hình phạt, nếu thuộc một trong các trường hợp sau đây:",c,"Chấp hành tốt pháp luật, có hoàn cảnh gia đình đặc biệt khó khăn và xét thấy người đó không còn nguy hiểm cho xã hội nữa.",62,62_2.0,62_2.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,3.0,"Người bị kết án phạt tù có thời hạn trên 03 năm, chưa chấp hành hình phạt nếu đã lập công lớn hoặc mắc bệnh hiểm nghèo và người đó không còn nguy hiểm cho xã hội nữa, thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành toàn bộ hình phạt.",,,62,62_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,4.0,"Người bị kết án phạt tù đến 03 năm, đã được tạm đình chỉ chấp hành hình phạt, nếu trong thời gian được tạm đình chỉ mà đã lập công hoặc chấp hành tốt pháp luật, hoàn cảnh gia đình đặc biệt khó khăn và xét thấy người đó không còn nguy hiểm cho xã hội nữa, thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành phần hình phạt còn lại.",,,62,62_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,5.0,"Người bị kết án phạt tiền đã tích cực chấp hành được một phần hình phạt nhưng bị lâm vào hoàn cảnh kinh tế đặc biệt khó khăn kéo dài do thiên tai, hỏa hoạn, tai nạn hoặc ốm đau gây ra mà không thể tiếp tục chấp hành được phần hình phạt còn lại hoặc lập công lớn, thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành phần tiền phạt còn lại.",,,62,62_5.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,6.0,"Người bị phạt cấm cư trú hoặc quản chế, nếu đã chấp hành được một phần hai thời hạn hình phạt và cải tạo tốt, thì theo đề nghị của cơ quan thi hành án hình sự cấp huyện nơi người đó chấp hành hình phạt, Tòa án có thể quyết định miễn chấp hành phần hình phạt còn lại.",,,62,62_6.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",62,Miễn chấp hành hình phạt,,7.0,Người được miễn chấp hành hình phạt theo quy định tại Điều này vẫn phải thực hiện đầy đủ các nghĩa vụ dân sự do Tòa án tuyên trong bản án.,,,62,62_7.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",63,Giảm mức hình phạt đã tuyên,,1.0,"Người bị kết án cải tạo không giam giữ, phạt tù có thời hạn hoặc phạt tù chung thân, nếu đã chấp hành hình phạt được một thời gian nhất định, có nhiều tiến bộ và đã bồi thường được một phần nghĩa vụ dân sự, thì theo đề nghị của cơ quan thi hành án hình sự có thẩm quyền, Tòa án có thể quyết định giảm thời hạn chấp hành hình phạt. Người bị kết án tù chung thân về tội tham ô tài sản, tội nhận hối lộ chỉ có thể được xét giảm thời hạn chấp hành hình phạt khi đã chủ động nộp lại ít nhất ba phần tư tài sản tham ô, nhận hối lộ và đã hợp tác tích cực với cơ quan chức năng trong việc phát hiện, điều tra, xử lý tội phạm hoặc lập công lớn. Thời gian đã chấp hành hình phạt để được xét giảm lần đầu là một phần ba thời hạn đối với hình phạt cải tạo không giam giữ, hình phạt tù có thời hạn, 12 năm đối với tù chung thân.",,,63,63_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",63,Giảm mức hình phạt đã tuyên,,2.0,"Một người có thể được giảm nhiều lần, nhưng phải bảo đảm chấp hành được một phần hai mức hình phạt đã tuyên. Người bị kết án tù chung thân, lần đầu được giảm xuống 30 năm tù và dù được giảm nhiều lần cũng phải bảo đảm thời hạn thực tế chấp hành hình phạt là 20 năm.",,,63,63_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",63,Giảm mức hình phạt đã tuyên,,3.0,Trường hợp người bị kết án về nhiều tội trong đó có tội bị kết án phạt tù chung thân thì Tòa án chỉ xét giảm lần đầu xuống 30 năm tù sau khi đã chấp hành được 15 năm tù và dù được giảm nhiều lần nhưng vẫn phải bảo đảm thời gian thực tế chấp hành là 25 năm.,,,63,63_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",63,Giảm mức hình phạt đã tuyên,,4.0,"Đối với người đã được giảm một phần hình phạt mà lại thực hiện hành vi phạm tội mới ít nghiêm trọng do cố ý, thì Tòa án chỉ xét giảm lần đầu sau khi người đó đã chấp hành được một phần hai mức hình phạt chung.",,,63,63_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",63,Giảm mức hình phạt đã tuyên,,5.0,"Đối với người đã được giảm một phần hình phạt mà lại thực hiện hành vi phạm tội mới nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng, thì Tòa án chỉ xét giảm lần đầu sau khi người đó đã chấp hành được hai phần ba mức hình phạt chung hoặc trường hợp hình phạt chung là tù chung thân thì việc xét giảm án thực hiện theo quy định tại khoản 3 Điều này.",,,63,63_5.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",63,Giảm mức hình phạt đã tuyên,,6.0,Đối với người bị kết án tử hình được ân giảm hoặc người bị kết án tử hình thuộc trường hợp quy định tại khoản 3 Điều 40 của Bộ luật này thì thời gian đã chấp hành hình phạt để được xét giảm lần đầu là 25 năm và dù được giảm nhiều lần nhưng vẫn phải bảo đảm thời hạn thực tế chấp hành hình phạt là 30 năm.,,,63,63_6.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",64,Giảm thời hạn chấp hành hình phạt trong trường hợp đặc biệt,"Người bị kết án có lý do đáng được khoan hồng thêm như đã lập công, đã quá già yếu hoặc mắc bệnh hiểm nghèo, thì Tòa án có thể xét giảm vào thời gian sớm hơn hoặc với mức cao hơn so với thời gian và mức quy định tại Điều 63 của Bộ luật này.",,,,,64,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",65,Án treo,,1.0,"Khi xử phạt tù không quá 03 năm, căn cứ vào nhân thân của người phạm tội và các tình tiết giảm nhẹ, nếu xét thấy không cần phải bắt chấp hành hình phạt tù, thì Tòa án cho hưởng án treo và ấn định thời gian thử thách từ 01 năm đến 05 năm và thực hiện các nghĩa vụ trong thời gian thử thách theo quy định của Luật thi hành án hình sự.",,,65,65_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",65,Án treo,,2.0,"Trong thời gian thử thách, Tòa án giao người được hưởng án treo cho cơ quan, tổ chức nơi người đó làm việc hoặc chính quyền địa phương nơi người đó cư trú để giám sát, giáo dục. Gia đình người bị kết án có trách nhiệm phối hợp với cơ quan, tổ chức, chính quyền địa phương trong việc giám sát, giáo dục người đó.",,,65,65_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",65,Án treo,,3.0,Tòa án có thể quyết định áp dụng đối với người được hưởng án treo hình phạt bổ sung nếu trong điều luật áp dụng có quy định hình phạt này.,,,65,65_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",65,Án treo,,4.0,"Người được hưởng án treo đã chấp hành được một phần hai thời gian thử thách và có nhiều tiến bộ thì theo đề nghị của cơ quan, tổ chức có trách nhiệm giám sát, giáo dục, Tòa án có thể quyết định rút ngắn thời gian thử thách.",,,65,65_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",65,Án treo,,5.0,"Trong thời gian thử thách, nếu người được hưởng án treo cố ý vi phạm nghĩa vụ theo quy định của Luật thi hành án hình sự 02 lần trở lên, thì Tòa án có thể quyết định buộc người đó phải chấp hành hình phạt tù của bản án đã cho hưởng án treo. Trường hợp thực hiện hành vi phạm tội mới thì Tòa án buộc người đó phải chấp hành hình phạt của bản án trước và tổng hợp với hình phạt của bản án mới theo quy định tại Điều 56 của Bộ luật này.",,,65,65_5.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,1.0,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:",a,Phạm tội lần đầu;,66,66_1.0,66_1.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,1.0,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:",b,"Có nhiều tiến bộ, có ý thức cải tạo tốt;",66,66_1.0,66_1.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,1.0,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:",c,Có nơi cư trú rõ ràng;,66,66_1.0,66_1.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,1.0,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:",d,"Đã chấp hành xong hình phạt bổ sung là hình phạt tiền, nghĩa vụ bồi thường thiệt hại và án phí;",66,66_1.0,66_1.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,1.0,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:",đ,"Đã chấp hành được ít nhất là một phần hai mức phạt tù có thời hạn hoặc ít nhất là 15 năm đối với trường hợp bị phạt tù chung thân nhưng đã được giảm xuống tù có thời hạn. Trường hợp người phạm tội là người có công với cách mạng, thân nhân của người có công với cách mạng, người đủ 70 tuổi trở lên, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng, phụ nữ đang nuôi con dưới 36 tháng tuổi thì phải chấp hành được ít nhất là một phần ba mức phạt tù có thời hạn hoặc ít nhất là 12 năm đối với trường hợp bị phạt tù chung thân nhưng đã được giảm xuống tù có thời hạn.",66,66_1.0,66_1.0_đ
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,1.0,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:",e,Không thuộc một trong các trường hợp phạm tội quy định tại khoản 2 Điều này.,66,66_1.0,66_1.0_e
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,2.0,Không áp dụng quy định của Điều này đối với người bị kết án thuộc một trong các trường hợp sau đây:,a,"Người bị kết án về một trong các tội quy định tại Chương XIII, Chương XXVI, Điều 299 của Bộ luật này; người bị kết án 10 năm tù trở lên về một trong các tội quy định tại Chương XIV của Bộ luật này do cố ý hoặc người bị kết án 07 năm tù trở lên đối với một trong các tội quy định tại các điều 168, 169, 248, 251 và 252 của Bộ luật này;",66,66_2.0,66_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,2.0,Không áp dụng quy định của Điều này đối với người bị kết án thuộc một trong các trường hợp sau đây:,b,Người bị kết án tử hình được ân giảm hoặc thuộc trường hợp quy định tại khoản 3 Điều 40 của Bộ luật này.,66,66_2.0,66_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,3.0,"Theo đề nghị của cơ quan thi hành án hình sự có thẩm quyền, Tòa án quyết định tha tù trước thời hạn có điều kiện đối với người bị kết án. Người được tha tù trước thời hạn có điều kiện phải thực hiện các nghĩa vụ trong thời gian thử thách. Thời gian thử thách bằng thời gian còn lại của hình phạt tù.",,,66,66_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,4.0,"Người được tha tù trước thời hạn có điều kiện cố ý vi phạm nghĩa vụ 02 lần trở lên hoặc bị xử phạt vi phạm hành chính 02 lần trở lên trong thời gian thử thách, thì Tòa án có thể hủy bỏ quyết định tha tù trước thời hạn có điều kiện đối với người đó và buộc họ phải chấp hành phần hình phạt tù còn lại chưa chấp hành. Nếu người đó thực hiện hành vi phạm tội mới trong thời gian thử thách thì Tòa án buộc người đó chấp hành hình phạt của bản án mới và tổng hợp với phần hình phạt tù chưa chấp hành của bản án trước theo quy định tại Điều 56 của Bộ luật này.",,,66,66_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",66,Tha tù trước thời hạn có điều kiện,,5.0,"Người được tha tù trước thời hạn có điều kiện đã chấp hành được ít nhất là một phần hai thời gian thử thách và có nhiều tiến bộ thì theo đề nghị của cơ quan thi hành án hình sự có thẩm quyền, Tòa án có thể quyết định rút ngắn thời gian thử thách.",,,66,66_5.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",67,Hoãn chấp hành hình phạt tù,,1.0,Người bị xử phạt tù có thể được hoãn chấp hành hình phạt trong các trường hợp sau đây:,a,Bị bệnh nặng thì được hoãn cho đến khi sức khỏe được hồi phục;,67,67_1.0,67_1.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",67,Hoãn chấp hành hình phạt tù,,1.0,Người bị xử phạt tù có thể được hoãn chấp hành hình phạt trong các trường hợp sau đây:,b,"Phụ nữ có thai hoặc đang nuôi con dưới 36 tháng tuổi, thì được hoãn cho đến khi con đủ 36 tháng tuổi;",67,67_1.0,67_1.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",67,Hoãn chấp hành hình phạt tù,,1.0,Người bị xử phạt tù có thể được hoãn chấp hành hình phạt trong các trường hợp sau đây:,c,"Là người lao động duy nhất trong gia đình, nếu phải chấp hành hình phạt tù thì gia đình sẽ gặp khó khăn đặc biệt, được hoãn đến 01 năm, trừ trường hợp người đó bị kết án về các tội xâm phạm an ninh quốc gia hoặc các tội khác là tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng;",67,67_1.0,67_1.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",67,Hoãn chấp hành hình phạt tù,,1.0,Người bị xử phạt tù có thể được hoãn chấp hành hình phạt trong các trường hợp sau đây:,d,"Bị kết án về tội phạm ít nghiêm trọng, do nhu cầu công vụ, thì được hoãn đến 01 năm.",67,67_1.0,67_1.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",67,Hoãn chấp hành hình phạt tù,,2.0,"Trong thời gian được hoãn chấp hành hình phạt tù, nếu người được hoãn chấp hành hình phạt lại thực hiện hành vi phạm tội mới, thì Tòa án buộc người đó phải chấp hành hình phạt trước và tổng hợp với hình phạt của bản án mới theo quy định tại Điều 56 của Bộ luật này.",,,67,67_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",68,Tạm đình chỉ chấp hành hình phạt tù,,1.0,"Người đang chấp hành hình phạt tù mà thuộc một trong các trường hợp quy định tại khoản 1 Điều 67 của Bộ luật này, thì có thể được tạm đình chỉ chấp hành hình phạt tù.",,,68,68_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương IX - THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT,",68,Tạm đình chỉ chấp hành hình phạt tù,,2.0,Thời gian tạm đình chỉ không được tính vào thời gian chấp hành hình phạt tù.,,,68,68_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,69,Xóa án tích,,1.0,Người bị kết án được xóa án tích theo quy định tại các điều từ Điều 70 đến Điều 73 của Bộ luật này. Người được xóa án tích coi như chưa bị kết án.,,,69,69_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,69,Xóa án tích,,2.0,"Người bị kết án do lỗi vô ý về tội phạm ít nghiêm trọng, tội phạm nghiêm trọng và người được miễn hình phạt không bị coi là có án tích.",,,69,69_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,1.0,"Đương nhiên được xóa án tích được áp dụng đối với người bị kết án không phải về các tội quy định tại Chương XIII và Chương XXVI của Bộ luật này khi họ đã chấp hành xong hình phạt chính, thời gian thử thách án treo hoặc hết thời hiệu thi hành bản án và đáp ứng các điều kiện quy định tại khoản 2 và khoản 3 Điều này.",,,70,70_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,2.0,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",a,"01 năm trong trường hợp bị phạt cảnh cáo, phạt tiền, cải tạo không giam giữ, phạt tù nhưng được hưởng án treo;",70,70_2.0,70_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,2.0,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",b,02 năm trong trong trường hợp bị phạt tù đến 05 năm;,70,70_2.0,70_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,2.0,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",c,03 năm trong trường hợp bị phạt tù từ trên 05 năm đến 15 năm;,70,70_2.0,70_2.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,2.0,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",d,"05 năm trong trường hợp bị phạt tù từ trên 15 năm, tù chung thân hoặc tử hình nhưng đã được giảm án. Trường hợp người bị kết án đang chấp hành hình phạt bổ sung là quản chế, cấm cư trú, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định, tước một số quyền công dân mà thời hạn phải chấp hành dài hơn thời hạn quy định tại các điểm a, b và c khoản này thì thời hạn đương nhiên được xóa án tích sẽ hết vào thời điểm người đó chấp hành xong hình phạt bổ sung.",70,70_2.0,70_2.0_d
